
0,0,0,bandwidth_wrapper,AMBP,143796,258246,212260,184757,168330,158357,152494,148830,146785,145492,381622,110783,91030,79241,72231,67928,65450,63837,62998,62439,525418,369029,303290,263998,240561,226285,217944,212667,209783,207931,2776906,133289,74720,102228,118733,128652,134593,138173,140304,141600,142378,445052,32088,43876,50949,55205,57749,59289,60198,60758,61094,578341,106808,146104,169682,183857,192342,197462,200502,202358,203472,2180928,2102862,2298657,2244057,2523221,2343572,2075184,2079042,2074264,2076449,2284771,22102079
0,0,0,bandwidth_wrapper,AFC,144633,258067,212309,212309,184862,168278,158375,152602,148916,146808,62036,110713,91115,91115,79358,72199,67954,65543,63912,63016,206669,368780,303424,303424,264220,240477,226329,218145,212828,209824,2554120,28926,74754,102265,102265,118784,128682,134620,130,2,f1t0w56pp4r,AMB12207,02018,4,218,0,877,0091355521850,21850,21850,65,50,21850,8594,85960238,60594,8594,8594,8594,8594,8594,8594,30444,30444,393,41334,1030444,304446822,1,31424,30444,30444,464440,6950,4450,4450757,1,4400,4450,4450,4450,4850,4450,1798,1798,6,200194,20798,1798,172431798,7098,1798,6248,,248,6248,6248,6248,62498657,,6240,6248,6248,62482,45221,44109,44283,44357,44239,44241,44230,4,167945227,44279,4452074264,2076449,2083256,21900564
2,0,4,sha_wrapper,SW,149775,149793,149793,149082,143949,146449,147550,148073,148461,148139,51758,51941,51941,51521,49590,50588,51033,51205,51334,51275,201533,201734,201734,200603,193539,197037,198583,199278,199795,199414,1993250,144668,144668,144668,149550,147608,146493,145983,145983,145983,145983,49937,49937,49937,51740,51017,50566,50404,50404,50404,50404,194605,194605,194605,201290,198625,197059,196387,196387,196387,196387,1966337,481967,477655,471791,468096,468177,469595,475830,476849,476739,476634,4743333
0,1,1,disparity_wrapper,SW,386498,339122,454676,556594,521541,492550,492550,457938,593319,580966,133579,130697,151250,151968,147261,142769,142769,142568,155733,167685,520077,469819,605926,708562,668802,635319,635319,600506,749052,748651,6342033,445052,445052,393432,393432,393432,393432,393432,393432,393432,393432,144588,144588,138509,138509,138509,138509,138509,138509,138509,138509,589640,589640,531941,531941,531941,531941,531941,531941,531941,531941,5434808,17366367,5708179,17007632,9805843,2595300,15335855,8202024,17408666,10214312,3628015,107272193
1,0,2,fft_wrapper,AFC,22798,22798,22798,22798,22798,22798,22798,22798,22798,22798,8864,8864,8864,8864,8864,8864,8864,8864,8864,8864,31662,31662,31662,31662,31662,31662,31662,31662,31662,31662,316620,4559,4559,4559,4559,4559,4559,4559,4559,4559,4559,1772,1772,1772,1772,1772,1772,1772,1772,1772,1772,6331,6331,6331,6331,6331,6331,6331,6331,6331,6331,63310,45895,44109,44120,43980,43983,44067,44097,44076,44084,44018,442429
0,0,0,bandwidth_wrapper,LR,145418,145422,145417,145482,145423,145505,145503,145503,145419,145424,63016,63016,63016,63016,63016,63016,63016,63016,63016,63016,208434,208438,208433,208498,208439,208521,208519,208519,208435,208440,2084676,141646,141646,141646,141646,141646,141646,141646,141646,141646,141646,60793,60793,60793,60793,60793,60793,60793,60793,60793,60793,202439,202439,202439,202439,202439,202439,202439,202439,202439,202439,2024390,2102862,2298657,2244057,2523221,2343572,2075184,2079042,2074264,2076449,2083256,21900564
0,0,0,bandwidth_wrapper,PIC,145424,145450,145450,145450,145450,145450,145450,145450,145450,145450,632531,62404,62404,62404,62404,62404,62404,62404,62404,62404,777955,207854,207854,207854,207854,207854,207854,207854,207854,207854,2648641,168431,429307643,429307643,429307643,429307643,429307643,429307643,429307643,429307643,429307643,872445,429415603,429415603,429415603,429415603,429415603,429415603,429415603,429415603,429415603,1040876,858723246,858723246,858723246,858723246,858723246,858723246,858723246,858723246,858723246,-860384502,2102862,2298657,2244057,2523221,2343572,2075184,2079042,2074264,2076449,2261922,22079230
1,0,2,fft_wrapper,LR,22730,22730,22730,22730,22730,22730,22730,22730,22730,22730,8864,8864,8864,8864,8864,8864,8864,8864,8864,8864,31594,31594,31594,31594,31594,31594,31594,31594,31594,31594,315940,4559,4559,4559,4559,4559,4559,4559,4559,4559,4559,1772,1772,1772,1772,1772,1772,1772,1772,1772,1772,6331,6331,6331,6331,6331,6331,6331,6331,6331,6331,63310,45895,44109,44328,44122,44078,44015,44079,44019,44079,45237,443961
2,1,5,mser_wrapper,EWMA,301804,305563,3520978,640673,640673,309577,643313,307834,629842,358487,104066,105316,1093298,204644,204644,106471,202509,106338,201637,121278,405870,410879,4614276,845317,845317,416048,845822,414172,831479,479765,10108945,60360,109400,791715,761506,761506,671120,665558,594013,601178,552639,20813,37713,248830,239992,239992,213287,211131,190172,192465,178227,81173,147113,1040545,1001498,1001498,884407,876689,784185,793643,730866,7341617,7056450,9004085,8866581,556671,10186199,1736912,11317235,2964087,11686903,2370565,65745688
0,1,1,disparity_wrapper,AMBP,353676,517463,515112,515112,578152,581696,464288,448166,499485,336282,133008,142631,153437,153437,157792,160919,146019,135553,140503,134205,486684,660094,668549,668549,735944,742615,610307,583719,639988,470487,6266936,70815,160144,231137,231137,300540,356771,378274,392252,413698,413698,26681,49871,70584,70584,88025,102603,111286,116139,121011,123649,97496,210015,301721,301721,388565,459374,489560,508391,534709,537347,3828899,17366367,2741472,13148332,5824626,16668181,9457752,15079738,17480748,15669581,8630267,122067064
1,1,3,dijkstra_wrapper,EWMA,659,528,528,449,402,402,373,356,356,346,553,445,445,378,337,337,314,300,300,291,1212,973,973,827,739,739,687,656,656,637,8099,131,210,210,257,286,286,303,313,313,319,110,177,177,217,241,241,255,264,264,269,241,387,387,474,527,527,558,577,577,588,4843,3264,3005,3688,3644,3595,3630,3599,3621,3621,3599,35266
2,0,4,sha_wrapper,AMBP,148139,148379,264309,217004,189692,172478,172478,161623,156350,152935,51275,51388,91260,74897,65513,59676,59676,55740,54106,52816,199414,199767,355569,291901,255205,232154,232154,217363,210456,205751,2399734,145983,29755,76665,104732,121724,131874,131874,137823,141528,143809,50404,10357,26537,36209,42069,45590,45590,47620,48917,49696,196387,40112,103202,140941,163793,177464,177464,185443,190445,193505,1568756,481967,477655,471791,468096,468177,474704,474681,474678,474571,474589,4740909
1,1,3,dijkstra_wrapper,SW,346,340,340,340,416,290,290,310,320,320,291,285,286,286,366,242,242,257,267,267,637,625,626,626,782,532,532,567,587,587,6101,319,319,319,319,365,349,349,339,307,307,269,269,269,269,312,298,298,288,255,255,588,588,588,588,677,647,647,627,562,562,6074,3264,4002,3770,3642,4014,3762,3804,3834,3884,3692,37668
2,0,4,sha_wrapper,AFC,150635,264315,217066,217066,189195,172375,172375,162277,162277,156445,51998,91473,74983,74983,65459,59633,59633,56138,56138,54160,202633,355788,292049,292049,254654,232008,232008,218415,218415,210605,2508624,30127,76964,104984,104984,121826,131935,131935,138003,138003,141691,10399,26613,36287,36287,42121,45623,45623,47726,47726,49012,40526,103577,141271,141271,163947,177558,177558,185729,185729,190703,1507869,481967,477655,471791,468096,468177,474704,479344,477313,477634,477168,4753849
1,0,2,fft_wrapper,PIC,22743,22743,22743,22743,22743,22743,22743,22743,22743,22743,8932,8932,8932,8932,8932,8932,8932,8932,8932,8932,31675,31675,31675,31675,31675,31675,31675,31675,31675,31675,316750,429467162,429467162,429467162,429467162,429467162,429467162,429467162,429467162,429467162,429467162,429485116,429485116,429485116,429485116,429485116,429485116,429485116,429485116,429485116,429485116,858952278,858952278,858952278,858952278,858952278,858952278,858952278,858952278,858952278,858952278,-411812,45895,44109,43581,43493,43525,43465,43521,43470,43525,43465,438049
1,1,3,dijkstra_wrapper,AMBP,320,351,509,509,509,434,393,393,438,341,267,299,416,416,416,356,325,325,380,283,587,650,925,925,925,790,718,718,818,624,7680,307,150,221,221,221,263,289,289,318,322,255,139,194,194,194,226,245,245,272,274,562,289,415,415,415,489,534,534,590,596,4839,3264,4076,3809,4029,3635,3812,3933,4138,3641,3813,38150
0,1,1,disparity_wrapper,AFC,145450,586348,463597,581407,412496,510908,556043,500131,527297,607258,62404,153908,137478,158492,133846,144876,156128,154709,1622402,1,5,mser_wrappe,,5SW,594464,5947,2,7854289,597144,780256,6012344,600190,622798,5,28027,636654634080557180802,17300,,1210516,187044,1918390,689535,199344,161964,17,6307,775266,13443,42930289,790195,773525,7884183,794266,892137,64259,341906,375706,41011,81415417717362,5452639,5526394490149,806299,569661,569661,569661,569661,569661,569661,1282294156227,178227,18256285,7254,182284,1822849716,94,482284,17962,107808,1172,730866,73472,124919,1866,73086632383,137591,755583,751858723246,26945,751945,353,332496,4151945,75193975,44044844,751945,7483514,529245273,7457179,554363,5813,7056450,997,618253,86004085,8866942290,17366381,3563923,10438199,1262474,10529681,1264983,1167,2073,2942671,6602,1204
8332,5824626,16668181,2331066,2740273,2867232,2621724,2082245,68391518
1,1,3,dijkstra_wrapper,AFC,341,334,593,593,488,425,425,387,364,364,283,277,500,500,411,358,358,326,307,307,624,611,1093,1093,899,783,783,713,671,671,7941,322,66,171,171,234,272,272,295,308,308,274,55,144,144,197,229,229,248,259,259,596,121,315,315,431,501,501,543,567,567,4457,3264,3645,3631,3615,3610,3612,3610,3610,3613,3612,35822
2,0,4,sha_wrapper,LR,152320,152750,152760,152328,152327,152327,152682,152682,152682,152327,54160,54160,54160,54160,54160,54160,54160,54160,54160,54160,206480,206910,206920,206488,206487,206487,206842,206842,206842,206487,2066785,141691,141691,141691,141691,141691,141691,141691,141691,141691,141691,49012,49012,49012,49012,49012,49012,49012,49012,49012,49012,190703,190703,190703,190703,190703,190703,190703,190703,190703,190703,1907030,481967,477655,471791,468096,468177,474704,478132,475651,475207,475470,4746850
1,1,3,dijkstra_wrapper,LR,364,350,350,350,350,350,350,350,351,351,307,307,307,307,307,307,307,307,307,307,671,657,657,657,657,657,657,657,658,658,6586,308,308,308,308,308,308,308,308,308,308,259,259,259,259,259,259,259,259,259,259,567,567,567,567,567,567,567,567,567,567,5670,3264,3854,3861,3673,3729,3677,3639,3831,4318,3601,37447
NOTICE:  BL31: v2.9(release):8a3945e
NOTICE:  BL31: Built : 17:27:52, May  1 2024


U-Boot 2022.10 (May 01 2024 - 17:26:49 -0300)

DRAM:  7.1 GiB
RPI 4 Model B (0xd03115)
Core:  202 devices, 16 uclasses, devicetree: board
MMC:   mmcnr@7e300000: 1, emmc2@7e340000: 0
Loading Environment from FAT... ** No partition table - mmc 0 **
In:    serial
Out:   serial
Err:   serial
Net:   eth0: ethernet@7d580000
PCIe BRCM: link up, 5.0 Gbps x1 (SSC)
starting USB...
Bus xhci_pci: Register 5000420 NbrPorts 5
Starting the controller
USB XHCI 1.00
scanning bus xhci_pci for devices... 2 USB Device(s) found
       scanning usb for storage devices... 0 Storage Device(s) found
Hit any key to stop autoboot:  2  1  0 
switch to partitions #0, OK
mmc0 is current device
** No partition table - mmc 0 **
Couldn't find partition mmc 0:1
Card did not respond to voltage select! : -110
MMC Device 2 not found
no mmc device at slot 2

Device 0: unknown device
ethernet@7d580000 Waiting for PHY auto negotiation to complete......... TIMEOUT !
bcmgenet: PHY startup failed: -110
missing environment variable: pxeuuid
Retrieving file: pxelinux.cfg/01-d8-3a-dd-30-e7-91
ethernet@7d580000 Waiting for PHY auto negotiation to complete......... TIMEOUT !
bcmgenet: PHY startup failed: -110
Retrieving file: pxelinux.cfg/00000000
ethernet@7d580000 Waiting for PHY auto negotiation to complete....NOTICE:  BL31: v2.9(release):8a3945e
NOTICE:  BL31: Built : 17:27:52, May  1 2024


U-Boot 2022.10 (May 01 2024 - 17:26:49 -0300)

DRAM:  7.1 GiB
RPI 4 Model B (0xd03115)
Core:  202 devices, 16 uclasses, devicetree: board
MMC:   mmcnr@7e300000: 1, emmc2@7e340000: 0
Loading Environment from FAT... ** No partition table - mmc 0 **
In:    serial
Out:   serial
Err:   serial
Net:   eth0: ethernet@7d580000
PCIe BRCM: link up, 5.0 Gbps x1 (SSC)
starting USB...
Bus xhci_pci: Register 5000420 NbrPorts 5
Starting the controller
USB XHCI 1.00
scanning bus xhci_pci for devices... 2 USB Device(s) found
       scanning usb for storage devices... 0 Storage Device(s) found
Hit any key to stop autoboot:  2  0
U-Boot> fatload mmc 0 0x200000 bao.bin; go 0x200000
1359872 bytes read in 94 ms (13.8 MiB/s)
## Starting application at 0x00200000 ...
BENCH_ARRAY_INDEX 0
VM,Task,Function Index,Task Name,Budget Function,used_budget_per_period_read[0],used_budget_per_period_read[1],used_budget_per_period_read[2],used_budget_per_period_read[3],used_budget_per_period_read[4],used_budget_per_period_read[5],used_budget_per_period_read[6],used_budget_per_period_read[7],used_budget_per_period_read[8],used_budget_per_period_read[9],used_budget_per_period_write[0],used_budget_per_period_write[1],used_budget_per_period_write[2],used_budget_per_period_write[3],used_budget_per_period_write[4],used_budget_per_period_write[5],used_budget_per_period_write[6],used_budget_per_period_write[7],used_budget_per_period_write[8],used_budget_per_period_write[9],total_used_budget_rw_per_index[0],total_used_budget_rw_per_index[1],total_used_budget_rw_per_index[2],total_used_budget_rw_per_index[3],total_used_budget_rw_per_index[4],total_used_budget_rw_per_index[5],total_used_budget_rw_per_index[6],total_used_budget_rw_per_index[7],total_used_budget_rw_per_index[8],total_used_budget_rw_per_index[9],total_used_budget_rw,calc_per_period_read[0],calc_per_period_read[1],calc_per_period_read[2],calc_per_period_read[3],calc_per_period_read[4],calc_per_period_read[5],calc_per_period_read[6],calc_per_period_read[7],calc_per_period_read[8],calc_per_period_read[9],calc_per_period_write[0],calc_per_period_write[1],calc_per_period_write[2],calc_per_period_write[3],calc_per_period_write[4],calc_per_period_write[5],calc_per_period_write[6],calc_per_period_write[7],calc_per_period_write[8],calc_per_period_write[9],total_calc_rw_per_index[0],total_calc_rw_per_index[1],total_calc_rw_per_index[2],total_calc_rw_per_index[3],total_calc_rw_per_index[4],total_calc_rw_per_index[5],total_calc_rw_per_index[6],total_calc_rw_per_index[7],total_calc_rw_per_index[8],total_calc_rw_per_index[9],total_calc_rw,clock_per_period[0],clock_per_period[1],clock_per_period[2],clock_per_period[3],clock_per_period[4],clock_per_period[5],clock_per_period[6],clock_per_period[7],clock_per_period[8],clock_per_period[9],total_clock
0,0,0,bandwidth_wrapper,EWMA,279676,225135,192580,172872,161214,154140,149903,147356,145746,144928,375592,98482,83792,74838,69602,66402,64482,63326,62566,62233,655268,323617,276372,247710,230816,220542,214385,210682,208312,207161,2794865,132368,94515,114128,125876,132943,137182,139726,141252,142150,142705,450134,39407,48284,53594,56795,58716,59869,60560,60961,61215,582502,133922,162412,179470,189738,195898,199595,201812,203111,203920,2252380,2093591,2276621,2264081,2387543,2542713,2067575,2074130,2071773,2077918,2075246,21931191
1,0,2,fft_wrapper,EWMA,27305,27305,27305,27305,27305,27305,27305,27305,27305,27305,10730,10730,10730,10730,10730,10730,10730,10730,10730,10730,38035,38035,38035,38035,38035,38035,38035,38035,38035,38035,380350,5461,5461,5461,5461,5461,5461,5461,5461,5461,5461,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,7607,7607,7607,7607,7607,7607,7607,7607,7607,7607,76070,45839,44101,44525,44135,44136,44112,44115,44114,44115,44108,443300
0,0,0,bandwidth_wrapper,SW,144326,144314,144301,142695,143305,143305,143654,143887,143867,143867,455109,61912,61913,61213,61512,61512,61652,61749,61740,61736,599435,206226,206214,203908,204817,204817,205306,205636,205607,205603,2447569,144036,142705,144314,143770,143434,143434,143218,143218,143218,143218,468375,61215,61918,61679,61546,61546,61459,61459,61459,61459,612411,203920,206232,205449,204980,204980,204677,204677,204677,204677,2456680,2093591,2276621,2264081,2387543,2542713,2067575,2074130,2071773,2077918,2090262,21946207
2,0,4,sha_wrapper,EWMA,285470,285470,230230,196613,196613,177168,164924,157128,153858,150837,101682,101682,81410,69044,69044,61874,57482,54438,53477,52179,387152,387152,311640,265657,265657,239042,222406,211566,207335,203016,2700623,64217,64217,97419,117257,117257,129239,136376,140526,143192,144721,20336,20336,32550,39848,39848,44253,46898,48406,49420,49971,84553,84553,129969,157105,157105,173492,183274,188932,192612,194692,1546287,482739,477335,471776,468242,468315,469730,468662,468206,468918,469613,4713536
0,1,1,disparity_wrapper,EWMA,557402,484115,471158,484459,429966,618565,510597,620430,345554,632820,148176,143353,145994,148235,146382,172312,150075,155606,129395,156379,705578,627468,617152,632694,576348,790877,660672,776036,474949,789199,6650973,111480,186007,243037,291321,319050,378953,405281,448310,427758,468770,29635,52378,71101,86527,98498,113260,120623,127619,127974,133655,141115,238385,314138,377848,417548,492213,525904,575929,555732,602425,4241237,17072125,9822998,2650741,13611676,7071533,9769342,2995387,13816527,7200209,13931162,979417001,0,2,fft_w
apper,SW,21850,21850,21850,21850,21850,21850,21850,21850,21850,21850,8594,8594,8594,8594,8594,8594,8594,8594,8594,8594,30444,30444,30444,30444,30444,30444,30444,30444,30444,30444,304440,5461,5461,5461,5461,5461,5461,5461,5461,5461,5461,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,7607,7607,7607,7607,7607,7607,7607,7607,7607,7607,76070,45839,44101,44108,44075,44057,44057,44036,44058,45248,44064,443643
0,0,0,bandwidth_wrapper,AMBP,143867,143876,258131,212281,184840,168257,158421,152501,148817,146772,360655,61740,110689,91038,79311,72172,67994,65449,63827,63001,504522,205616,368820,303319,264151,240429,226415,217950,212644,209773,2753639,127745,28855,74710,102224,118747,128649,134603,138182,140309,141601,440155,12428,32080,43871,50959,55201,57759,59297,60203,60762,567900,41283,106790,146095,169706,183850,192362,197479,200512,202363,2008340,2093591,2276621,2264081,2387543,2542713,2067575,2074130,2071773,2077918,2298945,22154890
0,0,0,bandwidth_wrapper,AFC,145411,257929,212272,212272,184748,168272,158300,152466,148872,146752,615149,110649,91133,91133,79284,72210,67896,65429,63890,62979,760560,368578,303405,303405,264032,240482,226196,217895,212762,209731,3107046,158866,74851,102335,102335,118817,1287081,0,226ft_wr94,er,AMBP,21856,2125,141813,21856,21856,21052,21810,21856,218569,4896,,596,8596,8596,8596,8596,8596,8596,8596,8596,8596,30,50987,52,30452,30452,30452,30452,30452,304227,64515,6052,304520,4451,529593,11,4451,445106451,4451,4451,4451,445,,4799,1799,1799,1799,9799,1839,1799,1799,17,1,2390,1254,6250,6250,91,0,6250,6250,6250,6252380,20,5590,62500,45839,40931,44208,44061,44021662082,44313,44236,44081,238554343230
,2542713,2067575,2074130,2071773,2077918,2082657,21938602
2,0,4,sha_wrapper,SW,149722,149727,149727,148774,144096,146498,147566,148122,147982,147980,51731,51904,51904,51360,49670,50620,51038,51296,51159,51159,201453,201631,201631,200134,193766,197118,198604,199418,199141,199139,1992035,144721,144721,144721,149408,147532,146456,146053,146053,146053,146053,49971,49971,49971,51665,50978,50550,50443,50443,50443,50443,194692,194692,194692,201073,198510,197006,196496,196496,196496,196496,1966649,482739,477335,471776,468242,468315,469730,475794,476825,476755,476767,4744278
0,1,1,disparity_wrapper,SW,541420,445897,489216,547937,430166,299940,299940,382074,619538,469773,148417,134399,148544,163215,138515,124242,124242,136944,173152,153989,689837,580296,637760,711152,568681,424182,424182,519018,792690,623762,5971560,440155,440155,492178,492178,489106,426014,426014,370727,370727,370727,141608,141608,143787,143787,143787,141991,141991,133234,133234,133234,581763,581763,635965,635965,632893,568005,568005,503961,503961,503961,5716242,17072125,3946642,14591646,7366433,17117239,12237112,7184091,17258484,10036641,2825840,109636253
1,0,2,fft_wrapper,AFC,22869,22869,22869,22869,22869,22869,22869,22869,22869,22869,8941,8941,8941,8941,8941,8941,8941,8941,8941,8941,31810,31810,31810,31810,31810,31810,31810,31810,31810,31810,318100,4573,4573,4573,4573,4573,4573,4573,4573,4573,4573,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,6361,6361,6361,6361,6361,6361,6361,6361,6361,6361,63610,45839,44101,44150,44067,43983,44073,44080,43984,44567,45603,444447
0,0,0,bandwidth_wrapper,LR,145395,145393,145534,145534,145461,145470,145475,145473,145482,145448,62979,62979,62979,62979,62979,62979,62979,62979,62979,62979,208374,208372,208513,208513,208440,208449,208454,208452,208461,208427,2084455,141613,141613,141613,141613,141613,141613,141613,141613,141613,141613,60767,60767,60767,60767,60767,60767,60767,60767,60767,60767,202380,202380,202380,202380,202380,202380,202380,202380,202380,202380,2023800,2093591,2276621,2264081,2387543,2542713,2067575,2074130,2071773,2077918,2082657,21938602
0,0,0,bandwidth_wrapper,PIC,145395,145395,145395,145395,145395,145395,145395,145395,145395,145395,491137,62365,62365,62365,62365,62365,62365,62365,62365,62365,636532,207760,207760,207760,207760,207760,207760,207760,207760,207760,2506372,141179,429307714,429307714,429307714,429307714,429307714,429307714,429307714,429307714,429307714,888833,429415653,429415653,429415653,429415653,429415653,429415653,429415653,429415653,429415653,1030012,858723367,858723367,858723367,858723367,858723367,858723367,858723367,858723367,858723367,-860394277,2093591,2276621,2264081,2387543,2542713,2067575,2074130,2071773,2077918,2299499,22155444
1,0,2,fft_wrapper,LR,22738,22738,22738,22738,22738,22738,22738,22738,22738,22738,8941,8941,8941,8941,8941,8941,8941,8941,8941,8941,31679,31679,31679,31679,31679,31679,31679,31679,31679,31679,316790,4573,4573,4573,4573,4573,4573,4573,4573,4573,4573,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,6361,6361,6361,6361,6361,6361,6361,6361,6361,6361,63610,45839,44101,44054,44121,44082,44072,44100,44104,44076,45175,443724
2,1,5,mser_wrapper,EWMA,314292,628004,3172488,640761,640761,313298,643472,304818,308550,356615,107375,201961,1085248,204558,204558,107567,202559,105339,105955,120871,421667,829965,4257736,845319,845319,420865,846031,410157,414505,477486,9769050,62858,175887,775207,748317,748317,661313,657744,587158,531436,496471,21475,57572,263107,251397,251397,222631,218616,195960,177959,166541,84333,233459,1038314,999714,999714,883944,876360,783118,709395,663012,7271363,7010610,9003648,8923487,1123915,10781524,2360671,11956871,3547679,12261727,3120512,70090644
0,1,1,disparity_wrapper,AMBP,367638,367638,434020,386126,530516,590212,508822,587781,606545,399299,131612,131612,133661,136373,162382,167444,150394,157046,153148,129909,499250,499250,567681,522499,692898,757656,659216,744827,759693,529208,6232178,73607,73607,145689,193776,261124,326941,363317,408209,447876,447876,26402,26402,47853,65557,84922,101426,111219,120384,126936,127530,100009,100009,193542,259333,346046,428367,474536,528593,574812,575406,3580653,17072125,3808317,7094039,17264748,10052031,2834359,12606524,17112642,15463502,8197647,111505934
1,1,3,dijkstra_wrapper,EWMA,659,528,528,449,402,402,373,356,356,346,554,445,445,378,338,338,314,300,300,291,1213,973,973,827,740,740,687,656,656,637,8102,131,210,210,257,286,286,303,313,313,319,110,177,177,217,241,241,255,264,264,269,241,387,387,474,527,527,558,577,577,588,4843,3140,3005,3696,3635,3600,3630,3623,3599,3621,3599,35148
