budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
AMBP,14825120,9166290,5658830,6118756,3776922,750162,1371092,1131637,989343,891455,844566,813963,796902,797598,779572,462178,846180,698597,611003,550074,521421,502576,492133,493172,481496,150112,394308,541773,631287,683320,715569,735247,747578,757582,761980,92515,243248,334317,389654,421738,441674,453854,461509,467841,470572,
PIC,12062610,7465430,4597180,4285262220,4288990940,746543,746543,746543,746543,746543,746543,746543,746543,746543,746543,459718,459718,459718,459718,459718,459718,459718,459718,459718,459718,428526222,428526222,428526222,428526222,428526222,428526222,428526222,428526222,428526222,428526222,428899094,428899094,428899094,428899094,428899094,428899094,428899094,428899094,428899094,428899094,
EWMA,13627609,8484090,5143519,5627333,3389620,1254727,802904,1172666,1007596,208577,1001194,899655,378824,908504,849443,678353,491526,740389,631794,100169,628911,561551,214624,567745,528457,250945,361336,523602,620400,538035,630666,684463,623335,680368,714183,135670,206841,313550,377198,321792,383215,418882,378030,415973,438469,
SW,11504996,7175947,4329049,5116028,3087577,695209,140637,746241,142766,1185397,1193225,431058,1193371,1191923,256120,388232,80982,476535,56223,739064,744255,236307,744373,743388,119690,1396352,789809,527362,343215,343215,343215,343215,343215,343215,343215,868217,472050,315250,204580,204580,204580,204580,204580,204580,204580,
AFC,12822047,7968275,4853772,5395853,3288496,1122586,1305046,572472,802341,999691,409647,740425,918647,221565,875855,697227,804818,327516,487334,622775,231895,453751,573393,109357,545706,224517,440622,466992,534061,627187,583679,615028,675751,584914,643102,139445,272519,283518,324281,383979,353563,373600,413558,352718,391315,
AMBP,13660595,8468401,5192194,214659006,131980795,868633,1188221,952517,1046428,733242,801102,872899,668453,668453,668453,541118,724296,579245,649019,444615,492474,541843,406528,406528,406528,173806,376689,491854,602768,628862,663310,705227,70338830,70338830,70338830,108303,231501,301049,370643,385437,406844,433843,43247725,43247725,43247725,
PIC,20270370,12614250,7656120,4278568750,4285014320,1261425,1261425,1261425,1261425,1261425,1261425,1261425,1261425,1261425,1261425,765612,765612,765612,765612,765612,765612,765612,765612,765612,765612,427856875,427856875,427856875,427856875,427856875,427856875,427856875,427856875,427856875,427856875,428501432,428501432,428501432,428501432,428501432,428501432,428501432,428501432,428501432,428501432,
EWMA,17196599,12692224,4504375,8890594,2957241,1791238,2051840,1635822,1269205,548001,1167000,1490262,1282677,1030441,425738,395819,666535,537958,354535,632326,293924,409492,379079,256924,577783,358247,696965,884736,961629,878903,936522,1047270,1094351,1081569,950402,79163,196637,264901,282827,352726,340965,354670,359551,339025,386776,
SW,16238647,11757656,4480991,10400523,3069239,2347237,314976,314976,347157,1412357,1637527,1445844,819956,1372964,1744662,738307,86954,342688,257244,518487,504207,390566,694870,423217,524451,1851608,1698405,1698405,1003123,691497,691497,691497,691497,691497,691497,552023,525166,389316,228962,228962,228962,228962,228962,228962,228962,
AFC,17136966,12706295,4430671,8422792,2963564,1372723,1883167,986792,1387630,1603348,1348784,1076759,460962,1134099,1452031,425221,550234,707972,367478,448119,401022,271530,598483,270391,390221,274544,596268,674372,817023,974288,1049187,1054701,935954,975583,1070872,85044,178082,284060,300743,330218,344378,329809,383543,360913,366774,
AMBP,14777323,10866762,3910561,312316583,137035965,947480,1979189,1044703,1403582,1628560,1370146,1081443,470553,470553,470553,273946,583877,716998,376165,457873,408962,273185,273185,273185,273185,189576,547498,646939,798267,964325,1045489,1052679,102357270,102357270,102357270,54869,160670,271935,292781,325799,342431,33896870,33896870,33896870,33896870,
PIC,26854440,20403600,6450840,4268442600,4286581190,2040360,2040360,2040360,2040360,2040360,2040360,2040360,2040360,2040360,2040360,645084,645084,645084,645084,645084,645084,645084,645084,645084,645084,426844260,426844260,426844260,426844260,426844260,426844260,426844260,426844260,426844260,426844260,428658119,428658119,428658119,428658119,428658119,428658119,428658119,428658119,428658119,428658119,
EWMA,17208729,12699663,4509066,8896112,2961680,1793210,2070287,1634430,1259109,546332,1160200,1487256,1287730,1036979,424130,396470,672242,537782,350479,637896,290804,408607,380154,258565,576067,358642,700971,887662,961951,878827,935101,1045532,1093971,1082572,950883,79294,197883,265862,282785,353807,341206,354686,359779,339536,386842,
SW,16170746,11711963,4458783,10429942,3073522,2337677,319747,319747,349043,1417797,1615636,1428579,810949,1358364,1754424,735833,88419,340052,260414,519161,498543,387205,681695,419462,527999,1849308,1702652,1702652,1002156,695529,695529,695529,695529,695529,695529,551503,526522,388101,229628,229628,229628,229628,229628,229628,229628,
AFC,17095954,12681669,4414285,8400704,2951148,1356957,1868854,1005961,1377068,1594935,1353231,1087821,443392,1137662,1455788,421191,546344,708345,365439,446107,402807,275584,582365,273576,392527,271391,590883,673898,814532,970612,1047135,1055272,932896,973849,1070236,84238,176659,282996,299484,328808,343607,330003,380475,359096,365782,
AMBP,14736024,10816005,3920019,312419077,136386706,918542,1983507,1034681,1407941,1616431,1365479,1105698,461242,461242,461242,266531,586330,696723,380660,456219,408752,281201,281201,281201,281201,183788,543731,641921,795125,959386,1040604,1053622,102400300,102400300,102400300,53386,159974,267323,289990,323235,340338,33738115,33738115,33738115,33738115,
PIC,27333030,20772290,6560740,4267963300,4286438320,2077229,2077229,2077229,2077229,2077229,2077229,2077229,2077229,2077229,2077229,656074,656074,656074,656074,656074,656074,656074,656074,656074,656074,426796330,426796330,426796330,426796330,426796330,426796330,426796330,426796330,426796330,426796330,428643832,428643832,428643832,428643832,428643832,428643832,428643832,428643832,428643832,428643832,
EWMA,18076863,15718840,2358023,10617543,1573174,2073347,2060426,1846063,1548111,1516597,1377059,1342508,1328105,1326551,1300073,162361,360717,298547,261137,238815,213403,216785,206699,204157,195402,414669,743820,964268,1081036,1168148,1209930,1236445,1254777,1269131,1275319,32472,98121,138206,162792,177996,185077,191418,194474,196410,196208,
SW,18005777,15642605,2363172,10397172,1841212,2582106,416534,499752,1355815,1815076,1766620,1811902,1803665,1783526,1807609,399284,136837,104194,182894,260452,252350,259305,247334,261817,258705,2073503,1855969,1166131,757367,757367,757367,757367,757367,757367,757367,327037,311581,213438,141308,141308,141308,141308,141308,141308,141308,
AFC,17684886,15259239,2425647,10244259,1629935,1454062,2282008,1888008,1644408,1497775,1371865,1152063,1326471,1352020,1290559,213501,356710,293214,255742,233188,260958,219721,195653,201894,195066,290812,689051,928842,1071955,1157119,1200068,1190467,1217667,1244537,1253741,42700,105502,143044,165583,179104,195474,200323,199389,199890,198926,
AMBP,17623247,15172399,2450848,134903994,1598972,1143657,2297770,1937442,1690034,1491172,1419408,1359978,1317150,1318350,1197438,171900,368285,298777,257732,227354,225160,212513,204896,203477,280754,228811,642602,901570,1059262,1145644,1200396,1232312,1249279,1263093,125981025,34460,101225,140735,164134,176778,186454,191665,194311,196144,213066,
PIC,27091360,25476400,1614960,4261847960,4292867830,2547640,2547640,2547640,2547640,2547640,2547640,2547640,2547640,2547640,2547640,161496,161496,161496,161496,161496,161496,161496,161496,161496,161496,426184796,426184796,426184796,426184796,426184796,426184796,426184796,426184796,426184796,426184796,429286783,429286783,429286783,429286783,429286783,429286783,429286783,429286783,429286783,429286783,
EWMA,15077304,9332895,5744409,6319772,3875299,1240299,1268416,1065633,952147,863645,823843,799860,779627,771644,767781,674673,806532,672971,598213,539826,513647,497881,484563,479322,476781,248059,452130,574830,650293,692963,719139,735283,744151,749649,753275,134934,269253,349996,399639,427676,444870,455472,461290,464896,467273,
SW,14828401,9150370,5678031,6449000,3999625,1519293,256122,416212,769213,1029275,1027296,1028527,1032876,1032252,1039304,942995,159031,258010,476577,638703,637395,638202,641077,640683,645358,1254018,1100828,730542,480516,480516,480516,480516,480516,480516,480516,777780,683389,453345,297873,297873,297873,297873,297873,297873,297873,
AFC,14813611,9143361,5670250,6133567,3802623,914681,1332755,1082702,971947,886874,811586,806261,791434,767374,777747,562370,828044,671601,603753,550738,502795,500532,491446,475875,483096,182936,412899,546859,631876,682875,708617,728145,740802,746116,752442,112474,255588,338790,391782,423573,439417,451640,459601,462855,466903,
AMBP,14646538,9039366,5607172,6029181,3739284,740237,1343261,1117533,978244,870458,841571,806052,774188,791478,776344,458301,832716,693212,607147,539308,522433,500196,479874,491894,482091,148127,387153,533229,622232,671877,705815,725862,735527,746717,752642,91740,239935,330590,385901,416582,437752,450240,456166,463311,467067,
PIC,11825130,7306340,4518790,4285469040,4289092850,730634,730634,730634,730634,730634,730634,730634,730634,730634,730634,451879,451879,451879,451879,451879,451879,451879,451879,451879,451879,428546904,428546904,428546904,428546904,428546904,428546904,428546904,428546904,428546904,428546904,428909285,428909285,428909285,428909285,428909285,428909285,428909285,428909285,428909285,428909285,
EWMA,16964694,12561312,4403382,8775619,2888255,1754393,2028600,1653457,1245829,475745,1179329,1476233,1234306,1076008,437412,384822,659779,542901,352217,542428,310618,413877,368595,277782,550363,350878,686422,879829,953029,857572,921923,1032785,1073089,1073672,946420,76964,193527,263401,281164,333416,328856,345860,350407,335882,378778,
SW,17958896,13592021,4366875,7387213,2806829,2329603,114588,24040,1198304,1896655,1863510,1682052,905948,1597352,1979969,733811,38226,273384,291003,524577,525701,422407,563431,445163,549172,1825905,1619056,822744,445644,445644,445644,445644,445644,445644,445644,546881,505377,348474,200871,200871,200871,200871,200871,200871,200871,
AFC,17639892,13276611,4363281,8944891,2946962,1477505,2436376,1325533,1469191,1350251,1118398,304697,1139778,1482201,1172681,407876,843464,413791,447252,424295,302903,467192,295001,412487,349020,295501,723676,844047,969075,1045310,1059927,908881,955060,1060488,1082926,81575,233952,269919,305385,329167,323915,352570,341057,355343,354079,
AMBP,12785721,9636918,3148803,522362989,167492573,1062789,1289514,1239514,2686217,1318329,408111,408111,408111,408111,408111,271771,836232,321293,734372,386450,119737,119737,119737,119737,119737,212637,428012,590312,1009493,1071260,103810255,103810255,103810255,103810255,103810255,54434,210793,232893,333188,343840,33263485,33263485,33263485,33263485,33263485,
PIC,26719600,20300310,6419290,4268576880,4286622200,2030031,2030031,2030031,2030031,2030031,2030031,2030031,2030031,2030031,2030031,641929,641929,641929,641929,641929,641929,641929,641929,641929,641929,426857688,426857688,426857688,426857688,426857688,426857688,426857688,426857688,426857688,426857688,428662220,428662220,428662220,428662220,428662220,428662220,428662220,428662220,428662220,428662220,
EWMA,17205514,12697878,4507636,8888886,2956271,1776241,2062214,1643451,1265798,543163,1174128,1482957,1275845,1042165,431916,391738,669728,540153,353397,627688,296808,408224,377157,260267,582476,355248,696641,886003,961962,878202,937387,1046501,1092369,1082328,952245,78347,196623,265329,282942,351891,340874,354344,358906,339178,387837,
SW,16156277,11697132,4459145,10434097,3071111,2335800,324168,324168,355044,1415703,1625821,1425138,805785,1348421,1737084,735047,90355,338250,260453,519268,502035,385991,686675,417551,523520,1846589,1696337,1696337,1005004,698305,698305,698305,698305,698305,698305,550503,524922,387884,229686,229686,229686,229686,229686,229686,229686,
AFC,17140267,12713737,4426530,8417338,2956858,1354023,1878253,1006249,1382939,1597557,1358064,1073416,455623,1142366,1465247,421118,549079,704001,367615,447364,404192,271128,594116,273447,394470,270804,592293,675084,816655,972835,1049880,1054587,934795,976309,1074096,84223,177194,282555,299567,329126,344139,329537,382452,360651,367414,
AMBP,14751482,10842553,3908929,312203172,136728703,922881,1974425,1041637,1396807,1631365,1372059,1089080,471433,471433,471433,266887,582679,709498,375516,459305,410164,276220,276220,276220,276220,184656,542609,642414,793292,960906,1043136,1052324,102327945,102327945,102327945,53457,159301,269340,290575,324321,341489,33822555,33822555,33822555,33822555,
PIC,27116630,20606680,6509950,4268178590,4286504340,2060668,2060668,2060668,2060668,2060668,2060668,2060668,2060668,2060668,2060668,650995,650995,650995,650995,650995,650995,650995,650995,650995,650995,426817859,426817859,426817859,426817859,426817859,426817859,426817859,426817859,426817859,426817859,428650434,428650434,428650434,428650434,428650434,428650434,428650434,428650434,428650434,428650434,
EWMA,9770934,6397415,3373519,4315002,2256487,749701,891002,749310,673927,599959,575655,557853,532860,535495,531653,281004,501654,416888,372502,326682,312578,301947,286050,288244,285970,149940,298152,388383,445491,476384,496238,508561,513420,517835,520598,56200,145290,199609,234187,252686,264664,272120,274906,277573,279252,
SW,9746167,6340781,3405386,4512753,2425450,1058033,227372,284347,510375,708127,708487,719796,708707,706114,709423,569248,128927,151735,269698,379628,379899,387424,380032,378284,380511,827351,777265,523251,340698,340698,340698,340698,340698,340698,340698,438090,419886,283303,183453,183453,183453,183453,183453,183453,183453,
AFC,9704092,6319009,3385083,4238177,2268081,556794,940415,786988,667638,623156,583942,557375,545296,533487,523918,278812,509301,426865,359169,336674,314802,299685,293170,286216,280389,111358,277169,379132,436833,474097,496066,508327,515720,519273,520202,55762,146469,202548,233872,254432,266506,273141,277146,278960,279245,
AMBP,9546824,6217436,3329388,4135870,2211831,383403,967924,794261,684113,629518,583725,563497,535047,548175,527773,187106,522848,428808,368459,339870,314057,303354,286129,295879,282878,76760,254992,362845,427098,467582,490810,505347,511287,518664,520485,37501,134570,193417,228425,250714,263382,271376,274326,278636,279484,
PIC,5618930,3782720,1836210,4290049740,4292580210,378272,378272,378272,378272,378272,378272,378272,378272,378272,378272,183621,183621,183621,183621,183621,183621,183621,183621,183621,183621,429004974,429004974,429004974,429004974,429004974,429004974,429004974,429004974,429004974,429004974,429258021,429258021,429258021,429258021,429258021,429258021,429258021,429258021,429258021,429258021,
EWMA,17272773,12736423,4536350,8911868,2969504,1792816,2061354,1627457,1279858,544976,1171876,1496392,1284163,1033596,443935,396722,669028,535432,356618,638956,293903,410947,378871,256174,599699,358563,699121,884788,963802,880036,938404,1050001,1096833,1084185,956135,79344,197280,264910,283251,354392,342294,356024,360593,339709,391707,
SW,16250003,11759873,4490130,10458679,3113398,2358854,313237,313237,350819,1427376,1649925,1416420,827178,1370147,1732680,741877,86801,361413,253268,519340,505106,377315,707913,419192,517905,1856626,1705776,1705776,1007637,697144,697144,697144,697144,697144,697144,552458,527454,396697,233827,233827,233827,233827,233827,233827,233827,
AFC,17210798,12756344,4454454,8449597,2976626,1361420,1896259,993317,1381495,1612046,1367356,1073916,467700,1141094,1461741,418944,554737,712784,365315,450719,406966,269254,614780,269667,391288,272284,597079,676326,817359,976296,1054508,1058389,940252,980420,1076684,83788,177977,284938,301013,330954,346156,330776,387576,363995,369453,
AMBP,14787949,10883395,3904554,312338419,137419979,951950,1974302,1041004,1415367,1634521,1371540,1071706,474335,474335,474335,274298,582833,726264,377668,458452,409191,268962,268962,268962,268962,190470,547236,645989,799864,966795,1047744,1052536,102362595,102362595,102362595,54939,160517,273666,294466,327263,343648,33991370,33991370,33991370,33991370,
PIC,27144330,20628530,6515800,4268150190,4286496740,2062853,2062853,2062853,2062853,2062853,2062853,2062853,2062853,2062853,2062853,651580,651580,651580,651580,651580,651580,651580,651580,651580,651580,426815019,426815019,426815019,426815019,426815019,426815019,426815019,426815019,426815019,426815019,428649674,428649674,428649674,428649674,428649674,428649674,428649674,428649674,428649674,428649674,
EWMA,16832806,12491166,4341640,8674535,2830035,1664869,1957099,1687964,1213032,564269,1216048,1366608,1204373,1117056,499848,359104,637695,552765,352287,501838,333053,388642,363574,295931,556751,332973,657798,863831,933671,859790,931041,1018154,1055397,1067728,954152,71820,184995,258549,277296,322204,324373,337226,342495,333182,377895,
SW,17776188,13464231,4311957,7638602,2886989,2340950,200959,14930,1214624,1675164,1857838,1657530,945220,1598127,1958889,736890,63735,273232,294861,458877,523682,418175,555071,444621,542813,1799801,1648655,852280,476838,476838,476838,476838,476838,476838,476838,540152,514622,357952,210609,210609,210609,210609,210609,210609,210609,
AFC,18080275,13709725,4370550,9562411,3032984,1440547,2414408,1359542,1172242,2418274,554771,588381,2446915,1041380,273265,395022,840577,423174,357714,689027,340533,173216,685170,315921,150196,288109,713368,842602,908530,1210478,1079337,981146,1274299,1227716,1036826,79004,231318,269689,287294,367640,362219,324419,396569,380440,334392,
AMBP,16430249,12521719,3908530,515714539,163080078,693843,2293549,1375051,2166650,1060301,986465,986465,986465,986465,986465,221483,705629,440844,697928,332971,301935,301935,301935,301935,301935,138848,569788,730840,1018002,1026461,102446120,102446120,102446120,102446120,102446120,44376,176626,229469,323160,325122,32396265,32396265,32396265,32396265,32396265,
PIC,27001830,20518310,6483520,4268293480,4286538700,2051831,2051831,2051831,2051831,2051831,2051831,2051831,2051831,2051831,2051831,648352,648352,648352,648352,648352,648352,648352,648352,648352,648352,426829348,426829348,426829348,426829348,426829348,426829348,426829348,426829348,426829348,426829348,428653870,428653870,428653870,428653870,428653870,428653870,428653870,428653870,428653870,428653870,
EWMA,17178226,12682791,4495435,8870644,2946526,1789320,2042129,1617634,1276605,549783,1166643,1479060,1278051,1041509,442057,395117,663963,532604,358164,620136,296013,408160,378524,261647,581107,357864,694717,879300,958761,876965,934900,1043732,1090595,1080777,953033,79023,196011,263329,282296,349864,339093,352906,358029,338752,387223,
SW,16123377,11681060,4442317,10499987,3051417,2309513,389769,389769,327943,1410199,1617055,1417251,796245,1325951,1697365,728015,109975,314930,258776,520554,504220,389930,683237,415873,516807,1823236,1705926,1705926,1009075,709304,709304,709304,709304,709304,709304,543933,527919,384307,227894,227894,227894,227894,227894,227894,227894,
AFC,17000812,12617452,4383360,8370023,2931580,1303617,1943815,968512,1382125,1615147,1331371,1078344,446762,1088115,1459644,411980,567746,670373,371233,454722,397768,274508,581129,260169,393732,260723,597341,671575,813685,973977,1045455,1052032,930978,962405,1061852,82396,179466,277647,296364,328035,341981,328487,379015,355246,362943,
AMBP,14657210,10737246,3919964,311522170,136324408,961980,1983886,1031396,1394124,1603254,1373734,1096370,430834,430834,430834,280070,586907,691342,377234,452888,411095,280107,280107,280107,280107,192476,550758,646885,796332,957716,1040919,1052009,102095025,102095025,102095025,56094,162256,268073,289905,322501,340219,33721340,33721340,33721340,33721340,
PIC,27048950,20554600,6494350,4268246300,4286524620,2055460,2055460,2055460,2055460,2055460,2055460,2055460,2055460,2055460,2055460,649435,649435,649435,649435,649435,649435,649435,649435,649435,649435,426824630,426824630,426824630,426824630,426824630,426824630,426824630,426824630,426824630,426824630,428652462,428652462,428652462,428652462,428652462,428652462,428652462,428652462,428652462,428652462,
EWMA,17189904,12687594,4502310,8884550,2953369,1774476,2054434,1636052,1276500,544468,1175503,1491659,1269315,1039790,425397,391189,666957,538297,357433,624791,297319,410948,375679,259401,580296,354895,694802,883052,961741,878286,937729,1048515,1092675,1082098,950757,78237,195981,264444,283041,351391,340576,354650,358855,338964,387230,
SW,16179593,11708392,4471201,10484271,3068969,2334470,337648,337648,346705,1427678,1615107,1414019,810705,1354361,1730051,734869,94213,332527,261018,523365,500966,384527,695035,421007,523674,1843995,1704971,1704971,1006274,704010,704010,704010,704010,704010,704010,549697,527298,387203,229253,229253,229253,229253,229253,229253,229253,
AFC,17096822,12684319,4412503,8394643,2946989,1345186,1875503,997636,1379579,1599495,1352822,1079480,451462,1135057,1468099,420550,547799,698447,366872,448024,403058,273980,584788,272703,396282,269037,590330,671791,813348,970577,1047026,1053516,933106,973496,1072416,84110,176847,281167,298308,328251,343212,329366,380450,358901,366377,
AMBP,14744041,10824857,3919184,312011259,136736813,954716,1957665,1045492,1400278,1616662,1371866,1091278,462300,462300,462300,276759,577655,716788,375075,454291,409288,277332,277332,277332,277332,191023,544351,644579,795718,959906,1042298,1052094,102260430,102260430,102260430,55431,159875,271257,292020,324474,341436,33823080,33823080,33823080,33823080,
PIC,27173040,20651400,6521640,4268120460,4286489150,2065140,2065140,2065140,2065140,2065140,2065140,2065140,2065140,2065140,2065140,652164,652164,652164,652164,652164,652164,652164,652164,652164,652164,426812046,426812046,426812046,426812046,426812046,426812046,426812046,426812046,426812046,426812046,428648915,428648915,428648915,428648915,428648915,428648915,428648915,428648915,428648915,428648915,
EWMA,15899705,10172359,5727346,6898214,3867687,1393230,1372751,1163818,1020154,941521,902019,855418,850408,846967,826073,683975,801990,675501,587419,539628,516079,486710,484334,482648,469062,278646,497467,630737,708620,755200,784563,798734,809068,816647,818532,136795,269834,350967,398257,426531,444440,452894,459182,463875,464912,
SW,15632849,9967177,5665672,7087210,4029869,1653829,298930,449011,851933,1119834,1112601,1115277,1116668,1122232,1126862,940363,172319,254213,483829,636445,631618,633407,634320,638022,641136,1351499,1202084,800590,533291,533291,533291,533291,533291,533291,533291,765769,684290,455632,303454,303454,303454,303454,303454,303454,303454,
AFC,15668592,9992838,5675754,6707953,3807835,989688,1462659,1201576,1049530,965219,901837,878318,854828,854494,834689,549734,834939,684515,597326,549607,512489,499854,486022,486911,474357,197937,450881,601020,690722,745621,776864,797154,808688,817849,821217,109946,254944,340858,392151,423642,441411,453099,459683,465128,466973,
AMBP,15534146,9903658,5630488,6617001,3761307,788686,1491946,1233798,1067301,970402,916922,886467,866252,848271,833613,444106,848740,702566,607078,551853,521796,504802,493381,482621,473545,157817,424642,586473,682638,740190,775536,797722,811428,818796,821759,88901,240868,333207,387981,420755,440963,453730,461660,465852,467390,
PIC,12445410,7957680,4487730,4284622290,4289133230,795768,795768,795768,795768,795768,795768,795768,795768,795768,795768,448773,448773,448773,448773,448773,448773,448773,448773,448773,448773,428462229,428462229,428462229,428462229,428462229,428462229,428462229,428462229,428462229,428462229,428913323,428913323,428913323,428913323,428913323,428913323,428913323,428913323,428913323,428913323,
EWMA,14251622,9183399,5068223,6121380,3349945,1386414,836789,1276954,1090896,383655,1037307,962185,298433,988667,922099,679439,444766,750919,634567,167835,606262,557846,116454,577074,533061,277282,389183,566737,671568,613985,698649,751356,660771,726350,765499,135887,197662,308313,373563,332417,387186,421318,360345,403690,429564,
SW,12112866,7489197,4623669,5467073,3630393,636402,242263,811679,81916,1279434,1274974,273298,1273209,1269122,346900,262239,134375,496024,496024,645646,642659,642659,641458,638706,23879,1407855,845437,563448,378619,378619,378619,378619,378619,378619,378619,803516,446509,297546,297546,297546,297546,297546,297546,297546,297546,
AFC,19130287,11677979,7452308,7253806,4269331,1251903,1400120,104653,1115063,1109057,1916341,740763,1756325,611967,1671787,627066,812476,812476,588266,613795,1170155,396562,1080416,320903,1030193,250380,480328,405193,547167,659545,910904,876876,1052765,964606,1106042,125413,262825,262825,327913,385089,542102,512994,626478,565363,658329,
AMBP,11440621,7478955,3961666,375384259,208879586,535075,1073227,1244467,1171368,575803,575803,575803,575803,575803,575803,273326,569825,709699,676418,288733,288733,288733,288733,288733,288733,107095,300321,489150,625593,62310350,62310350,62310350,62310350,62310350,62310350,54745,157761,268148,349802,34674855,34674855,34674855,34674855,34674855,34674855,
PIC,25872260,16498020,9374240,4273519850,4282780770,1649802,1649802,1649802,1649802,1649802,1649802,1649802,1649802,1649802,1649802,937424,937424,937424,937424,937424,937424,937424,937424,937424,937424,427351985,427351985,427351985,427351985,427351985,427351985,427351985,427351985,427351985,427351985,428278077,428278077,428278077,428278077,428278077,428278077,428278077,428278077,428278077,428278077,
EWMA,15831027,10131124,5699903,6852094,3836958,1386452,1318760,1175753,1039962,896573,914697,884571,816040,848466,849850,679467,765973,683449,600657,509665,524532,506111,461456,483646,484947,277290,485584,623617,706886,744823,778797,799951,803168,812227,819751,135893,261909,346217,397105,419617,440600,453702,455252,460930,465733,
SW,15064029,9625853,5438176,6802707,3840278,1662079,126132,506195,903236,922012,1146005,1144900,924393,1142176,1148725,945888,57140,292325,518039,504570,653898,653111,506173,651343,655689,1304535,1150392,764802,511854,511854,511854,511854,511854,511854,511854,734473,649845,431784,289168,289168,289168,289168,289168,289168,289168,
AFC,13764192,8850328,4913864,6031133,3356472,646168,1525479,1243481,623751,1071666,972171,465947,977045,904118,420502,320777,876792,712396,313472,620500,559296,224954,567449,519934,198294,129233,408482,575481,585135,682441,740387,685499,743808,775870,704797,64155,226682,323824,321754,381503,417061,378640,416401,437107,389345,
AMBP,13997400,8994683,5002717,366376453,207246367,939721,1467955,987667,1101676,995014,700530,700530,700530,700530,700530,544751,832831,538585,630093,568312,377629,377629,377629,377629,377629,188024,444010,552741,662528,729025,72760025,72760025,72760025,72760025,72760025,109030,253790,310749,374617,413356,41156965,41156965,41156965,41156965,41156965,
PIC,26018980,16584050,9434930,4273408010,4282701870,1658405,1658405,1658405,1658405,1658405,1658405,1658405,1658405,1658405,1658405,943493,943493,943493,943493,943493,943493,943493,943493,943493,943493,427340801,427340801,427340801,427340801,427340801,427340801,427340801,427340801,427340801,427340801,428270187,428270187,428270187,428270187,428270187,428270187,428270187,428270187,428270187,428270187,
EWMA,15986808,10225421,5761387,6926523,3885710,1395279,1375665,1149870,1040564,947623,894798,871636,870806,840945,838235,685356,803841,665953,600846,543563,511107,497353,497805,478494,477069,279055,498377,628675,711052,758366,785652,802848,816439,821340,824719,137071,270425,349530,399793,428547,445059,455517,463974,466878,468916,
SW,15662528,9985912,5676616,7113585,4046463,1658667,307576,447372,850028,1121867,1122850,1116939,1116826,1124279,1119508,943356,178028,253087,482439,637598,638266,634332,634249,639220,636041,1355011,1209092,804538,534992,534992,534992,534992,534992,534992,534992,767905,688775,458157,304518,304518,304518,304518,304518,304518,304518,
AFC,15691580,10007574,5684006,6718770,3813973,994598,1457831,1204981,1057696,965060,906534,876776,856419,846509,841170,552817,831497,686585,602606,549371,515467,498661,486964,481465,478573,198919,450701,601557,692784,747239,779098,798633,810190,817453,822196,110563,254749,341116,393414,424605,442777,453953,460555,464737,467504,
AMBP,15559522,9919759,5639763,6626176,3766459,774598,1493585,1241531,1072843,972766,920118,889702,871727,853514,829375,434605,849606,707531,610648,553269,523775,506882,496884,485968,470595,154999,422716,586479,683751,741554,777266,799753,814147,822020,823491,87001,239522,333123,388628,421556,441999,454975,463356,467878,468421,
PIC,12560840,8027620,4533220,4284531370,4289074090,802762,802762,802762,802762,802762,802762,802762,802762,802762,802762,453322,453322,453322,453322,453322,453322,453322,453322,453322,453322,428453137,428453137,428453137,428453137,428453137,428453137,428453137,428453137,428453137,428453137,428907409,428907409,428907409,428907409,428907409,428907409,428907409,428907409,428907409,428907409,
EWMA,15984726,10223649,5761077,6916319,3879461,1392200,1364943,1158333,1032878,939888,905453,872779,857920,847143,852112,683305,796734,671758,595861,538475,518338,498203,489305,482729,486369,278440,495740,628258,709182,755323,785349,802835,813852,820510,826830,136661,268675,349291,398605,426579,444930,455584,462328,466408,470400,
SW,15659841,9983764,5676077,7113099,4046908,1662178,300799,451937,856383,1114684,1120169,1114547,1117760,1123901,1121406,945837,173526,256204,486772,632917,636578,632834,634956,639056,637397,1348037,1205480,804971,536373,536373,536373,536373,536373,536373,536373,763396,686483,458522,305501,305501,305501,305501,305501,305501,305501,
AFC,15707976,10018246,5689730,6724891,3817177,993194,1460012,1209682,1056266,963110,907200,880471,856807,849997,841507,551983,832752,689496,601461,547900,515749,501014,487079,483638,478658,198638,450912,602666,693386,747330,779304,799537,810991,818792,823335,110396,254867,341792,393725,424560,442797,454440,460967,465501,468132,
AMBP,15547195,9912064,5635131,6616536,3760332,779808,1506744,1226783,1072226,976685,914551,877072,851887,855909,850399,437942,858488,697789,610325,555959,520130,498496,483722,487607,484673,156041,426181,586301,683486,742125,776610,796702,807739,817373,823978,87668,241832,333023,388483,421978,441608,452985,459132,464827,468796,
