budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
AMBP,9500147,6189431,3310716,4115200,2198055,382816,966294,787475,684336,608919,595729,552884,538497,542783,529698,186734,521754,424283,368600,326143,322056,296297,288416,292281,284152,76643,254573,361153,425789,462415,489077,501838,509169,515891,518652,37426,134291,192289,227551,247269,262226,269040,272915,276788,278260,
PIC,5653360,3803340,1850020,4290022940,4292562250,380334,380334,380334,380334,380334,380334,380334,380334,380334,380334,185002,185002,185002,185002,185002,185002,185002,185002,185002,185002,429002294,429002294,429002294,429002294,429002294,429002294,429002294,429002294,429002294,429002294,429256225,429256225,429256225,429256225,429256225,429256225,429256225,429256225,429256225,429256225,
EWMA,20482882,12313263,8169619,8353643,5529734,1745268,1640625,1384980,1229734,1136502,1080505,1046931,1026697,1014641,1007380,1081268,1110611,933505,826027,761462,722707,699439,685438,677091,672071,349053,607367,762889,856258,912306,945945,966142,978253,985530,989900,216253,395124,502800,567445,606248,629539,643519,651902,656939,659965,
SW,20040333,12022716,8017617,8539311,5694536,1992653,339089,551327,1031335,1351711,1351578,1351428,1351256,1351135,1351204,1328851,226042,367672,687792,901427,901341,901235,901122,901043,901092,1653133,1441067,961023,640584,640584,640584,640584,640584,640584,640584,1102508,960990,640855,427169,427169,427169,427169,427169,427169,427169,
AFC,20034680,12019328,8015352,8064310,5377869,1159581,1760050,1455384,1271817,1161659,1095592,1055925,1032148,1017846,1009326,773374,1173716,970535,848125,774665,730615,704170,688294,678768,673090,231916,537542,721110,831251,897332,936984,960772,975047,983606,988750,154674,358482,480892,554338,598403,624845,640710,650226,655934,659365,
AMBP,19741226,11843331,7897895,7891582,5262732,812324,1829063,1497045,1296750,1176624,1104565,1061309,1035385,1019799,1010467,541784,1219702,998309,864733,784642,736586,707755,690467,680069,673848,162544,495847,696086,816218,888299,931552,957503,973079,982423,988031,108436,330689,464213,544317,592382,621222,638528,648915,655145,658885,
PIC,13555970,8132280,5423690,4284395310,4287916480,813228,813228,813228,813228,813228,813228,813228,813228,813228,813228,542369,542369,542369,542369,542369,542369,542369,542369,542369,542369,428439531,428439531,428439531,428439531,428439531,428439531,428439531,428439531,428439531,428439531,428791648,428791648,428791648,428791648,428791648,428791648,428791648,428791648,428791648,428791648,
EWMA,20483056,12313350,8169706,8353700,5529791,1745268,1640501,1385033,1229731,1136586,1080563,1046937,1026741,1014632,1007358,1081283,1110538,933536,826026,761524,722727,699454,685475,677089,672054,349053,607342,762880,856250,912317,945966,966160,978276,985547,989909,216256,395112,502796,567442,606258,629551,643531,651919,656953,659973,
SW,20040561,12022841,8017720,8539595,5694745,1992661,339073,551372,1031363,1351692,1351557,1351436,1351262,1351197,1351228,1328854,226036,367710,687810,901417,901325,901248,901129,901081,901110,1653248,1441091,961035,640603,640603,640603,640603,640603,640603,640603,1102582,961001,640867,427185,427185,427185,427185,427185,427185,427185,
AFC,20034927,12019461,8015466,8064402,5377955,1159789,1759896,1455389,1271824,1161676,1095580,1055940,1032147,1017895,1009325,773512,1173609,970543,848137,774685,730611,704172,688307,678803,673087,231957,537544,721113,831255,897339,936987,960777,975051,983619,988760,154702,358483,480895,554343,598411,624851,640715,650233,655947,659375,
AMBP,19741584,11843513,7898071,7891734,5262874,812455,1829003,1497013,1296824,1176671,1104554,1061336,1035388,1019812,1010457,541884,1219668,998293,864799,784679,736589,707772,690468,680084,673835,162571,495857,696088,816235,888322,931568,957521,973094,982437,988041,108456,330698,464217,544333,592402,621239,638545,648929,655160,658895,
PIC,13555110,8131680,5423430,4284396090,4287916820,813168,813168,813168,813168,813168,813168,813168,813168,813168,813168,542343,542343,542343,542343,542343,542343,542343,542343,542343,542343,428439609,428439609,428439609,428439609,428439609,428439609,428439609,428439609,428439609,428439609,428791682,428791682,428791682,428791682,428791682,428791682,428791682,428791682,428791682,428791682,
EWMA,20482293,12312923,8169370,8353529,5529652,1745101,1640855,1385043,1229522,1136529,1080539,1046817,1026737,1014657,1007123,1081138,1110773,933558,825866,761489,722726,699362,685474,677107,671877,349020,607387,762918,856238,912296,945944,966118,978241,985524,989843,216227,395136,502820,567429,606241,629538,643502,651896,656938,659925,
SW,20037921,12021283,8016638,8538031,5693664,1992528,338240,551629,1031511,1351018,1351723,1351408,1350622,1351322,1351282,1328752,225487,367880,687890,900968,901436,901223,900705,901166,901131,1653171,1440841,960799,640460,640460,640460,640460,640460,640460,640460,1102526,960830,640706,427086,427086,427086,427086,427086,427086,427086,
AFC,20031648,12017514,8014134,8063009,5377004,1158201,1760338,1455522,1271299,1161866,1095656,1055512,1032312,1017942,1008866,772481,1173897,970624,847778,774803,730648,703879,688426,678822,672776,231640,537379,721007,831065,897225,936911,960631,974967,983562,988622,154496,358376,480825,554215,598332,624795,640611,650174,655903,659277,
AMBP,19741026,11843233,7897793,7891572,5262702,812781,1829087,1496490,1296804,1176706,1104431,1061389,1035400,1019633,1010512,542092,1219719,997925,864775,784695,736487,707806,690474,679941,673879,162636,495926,696038,816191,888294,931521,957494,973075,982386,988011,108498,330742,464178,544297,592376,621198,638519,648910,655116,658868,
PIC,13561790,8135650,5426140,4284390930,4287913300,813565,813565,813565,813565,813565,813565,813565,813565,813565,813565,542614,542614,542614,542614,542614,542614,542614,542614,542614,542614,428439093,428439093,428439093,428439093,428439093,428439093,428439093,428439093,428439093,428439093,428791330,428791330,428791330,428791330,428791330,428791330,428791330,428791330,428791330,428791330,
EWMA,20483038,12313350,8169688,8353710,5529803,1745132,1640763,1384946,1229786,1136542,1080534,1046903,1026764,1014633,1007347,1081168,1110724,933502,826056,761495,722713,699428,685477,677082,672043,349026,607373,762887,856266,912321,945963,966151,978273,985545,989905,216233,395131,502805,567455,606263,629553,643528,651917,656950,659968,
SW,20040389,12022749,8017640,8539488,5694654,1992660,339094,551378,1031326,1351667,1351588,1351390,1351260,1351188,1351198,1328853,226055,367715,687769,901397,901345,901211,901123,901080,901092,1653178,1441073,961044,640599,640599,640599,640599,640599,640599,640599,1102530,960990,640874,427180,427180,427180,427180,427180,427180,427180,
AFC,20034671,12019324,8015347,8064280,5377852,1159588,1759912,1455416,1271848,1161685,1095584,1055942,1032143,1017880,1009326,773379,1173616,970560,848143,774690,730609,704176,688298,678788,673088,231917,537516,721096,831246,897333,936983,960774,975047,983613,988755,154675,358463,480882,554334,598405,624845,640711,650228,655940,659369,
AMBP,19741538,11843500,7898038,7891720,5262844,812518,1828951,1497018,1296788,1176657,1104576,1061336,1035386,1019813,1010457,541914,1219635,998286,864770,784669,736600,707774,690468,680079,673843,162583,495856,696088,816228,888313,931565,957519,973092,982436,988040,108462,330696,464214,544325,592393,621234,638542,648927,655157,658894,
PIC,13556360,8132430,5423930,4284395120,4287916170,813243,813243,813243,813243,813243,813243,813243,813243,813243,813243,542393,542393,542393,542393,542393,542393,542393,542393,542393,542393,428439512,428439512,428439512,428439512,428439512,428439512,428439512,428439512,428439512,428439512,428791617,428791617,428791617,428791617,428791617,428791617,428791617,428791617,428791617,428791617,
EWMA,20477688,12310179,8167509,8351025,5527965,1745046,1637267,1385633,1230108,1135937,1080890,1046992,1026053,1014891,1007362,1081098,1108399,933937,826255,761085,722955,699484,685007,677251,672038,349009,606660,762454,855984,911974,945757,966004,978013,985388,989782,216219,394655,502511,567259,606024,629410,643424,651740,656842,659881,
SW,20037665,12021136,8016529,8537778,5693497,1992564,338646,551530,1031345,1350931,1351662,1351422,1350584,1351344,1351108,1328773,225755,367822,687780,900904,901396,901223,900666,901187,901023,1652425,1440891,960913,640507,640507,640507,640507,640507,640507,640507,1102021,960860,640783,427119,427119,427119,427119,427119,427119,427119,
AFC,20031867,12017656,8014211,8063085,5377045,1158376,1760251,1455488,1271382,1161842,1095664,1055449,1032294,1017947,1008963,772602,1173825,970591,847836,774788,730646,703850,688406,678828,672839,231675,537390,721009,831083,897234,936920,960625,974958,983555,988636,154520,358381,480823,554225,598337,624798,640608,650167,655899,659287,
AMBP,19741095,11843265,7897830,7891696,5262795,813435,1828824,1496615,1296718,1176609,1104142,1061414,1035434,1019530,1010544,542517,1219555,998018,864707,784640,736302,707819,690494,679878,673900,162767,495978,696105,816227,888303,931470,957458,973053,982348,987987,108583,330777,464225,544321,592384,621167,638497,648896,655092,658853,
PIC,13571650,8141620,5430030,4284383170,4287908240,814162,814162,814162,814162,814162,814162,814162,814162,814162,814162,543003,543003,543003,543003,543003,543003,543003,543003,543003,543003,428438317,428438317,428438317,428438317,428438317,428438317,428438317,428438317,428438317,428438317,428790824,428790824,428790824,428790824,428790824,428790824,428790824,428790824,428790824,428790824,
EWMA,20483078,12313371,8169707,8353734,5529810,1745342,1640562,1384918,1229791,1136591,1080547,1046923,1026700,1014638,1007359,1081316,1110590,933465,826054,761524,722727,699451,685441,677088,672051,349068,607366,762876,856259,912325,945969,966159,978267,985541,989904,216263,395128,502795,567446,606261,629554,643533,651914,656948,659968,
SW,20040513,12022823,8017690,8539618,5694713,1992668,339125,551370,1031342,1351630,1351525,1351403,1351309,1351241,1351210,1328859,226068,367704,687784,901375,901308,901220,901162,901119,901091,1653199,1441081,961054,640612,640612,640612,640612,640612,640612,640612,1102548,960993,640877,427185,427185,427185,427185,427185,427185,427185,
AFC,20034508,12019226,8015282,8064221,5377813,1159580,1759935,1455360,1271813,1161687,1095581,1055952,1032164,1017834,1009320,773381,1173634,970516,848128,774692,730605,704172,688320,678754,673080,231916,537519,721087,831232,897323,936974,960769,975048,983605,988748,154676,358467,480876,554326,598399,624840,640706,650228,655933,659362,
AMBP,19741397,11843432,7897965,7891684,5262798,812593,1828848,1497043,1296791,1176633,1104569,1061337,1035354,1019808,1010456,541968,1219565,998300,864774,784639,736596,707766,690449,680065,673843,162598,495848,696087,816227,888308,931560,957515,973082,982427,988032,108473,330691,464212,544324,592387,621228,638535,648917,655146,658885,
PIC,13553700,8130890,5422810,4284397120,4287917630,813089,813089,813089,813089,813089,813089,813089,813089,813089,813089,542281,542281,542281,542281,542281,542281,542281,542281,542281,542281,428439712,428439712,428439712,428439712,428439712,428439712,428439712,428439712,428439712,428439712,428791763,428791763,428791763,428791763,428791763,428791763,428791763,428791763,428791763,428791763,
EWMA,20483537,12313645,8169892,8353966,5529973,1745281,1640886,1385025,1229750,1136519,1080517,1046913,1026753,1014637,1007364,1081298,1110800,933538,826026,761477,722704,699435,685477,677083,672054,349056,607422,762942,856303,912346,945980,966166,978283,985553,989915,216259,395167,502841,567478,606277,629562,643536,651924,656955,659974,
SW,20040707,12022944,8017763,8539519,5694663,1992626,339018,551332,1031402,1351733,1351631,1351426,1351304,1351239,1351233,1328825,226000,367686,687825,901443,901373,901236,901153,901113,901109,1653322,1441117,960992,640584,640584,640584,640584,640584,640584,640584,1102622,961014,640837,427170,427170,427170,427170,427170,427170,427170,
AFC,20034831,12019423,8015408,8064381,5377911,1159586,1760099,1455381,1271813,1161682,1095586,1055923,1032158,1017894,1009301,773373,1173741,970540,848117,774686,730609,704157,688313,678801,673071,231917,537553,721118,831257,897342,936990,960776,975052,983620,988756,154674,358487,480897,554341,598410,624849,640710,650230,655944,659369,
AMBP,19741591,11843550,7898041,7891770,5262861,812348,1829238,1496999,1296778,1176662,1104560,1061330,1035366,1019801,1010468,541793,1219819,998277,864764,784668,736591,707763,690448,680069,673849,162549,495886,696108,816242,888326,931572,957523,973091,982433,988040,108438,330714,464226,544333,592400,621238,638543,648924,655153,658892,
PIC,13555730,8132100,5423630,4284395550,4287916560,813210,813210,813210,813210,813210,813210,813210,813210,813210,813210,542363,542363,542363,542363,542363,542363,542363,542363,542363,542363,428439555,428439555,428439555,428439555,428439555,428439555,428439555,428439555,428439555,428439555,428791656,428791656,428791656,428791656,428791656,428791656,428791656,428791656,428791656,428791656,
EWMA,24893284,21883460,3009824,15112317,1912868,3213571,2991941,2535287,2314113,2086461,1998280,1939945,1911737,1093846,1798279,207594,407689,326947,290169,253201,250177,236192,229382,656810,151663,642714,1112559,1397104,1580505,1681696,1745012,1783998,1809545,1666405,1692779,41518,114752,157191,183786,197669,208170,213774,216895,304878,274235,
SW,24225733,21176903,3048830,15931464,1920853,3639854,702392,1024666,1898721,2472855,1802920,2255494,2440788,2438691,2500522,443443,103637,115282,221119,299835,656273,309702,304112,294608,300819,2997189,2685153,1788971,1208593,1208593,1208593,1208593,1208593,1208593,1208593,342473,330840,220787,146679,146679,146679,146679,146679,146679,146679,
AFC,24628736,21742061,2886675,14505440,1985523,2199214,3275835,2686365,2326388,1465926,1947173,2037780,1957636,1960602,1885142,265787,393330,323769,281286,628011,183807,194058,197945,213321,205361,439842,1007040,1342905,1539601,1524866,1609327,1695017,1747540,1790152,1809150,53157,121191,161706,185622,274099,256041,243645,234505,230269,225288,
AMBP,24241013,21446421,2794592,14193316,153028816,1640221,3363317,2731889,1709797,2090881,2124169,2010264,1996834,1901070,1877979,198234,404965,329898,659905,200265,200265,200265,200265,200265,200265,328124,935162,1294507,1377565,1520228,1641016,1714865,1771258,1797220,1813371,39726,112773,156198,256939,25410530,25410530,25410530,25410530,25410530,25410530,
PIC,20278380,15798000,4480380,4274429880,4289142780,1579800,1579800,1579800,1579800,1579800,1579800,1579800,1579800,1579800,1579800,448038,448038,448038,448038,448038,448038,448038,448038,448038,448038,427442988,427442988,427442988,427442988,427442988,427442988,427442988,427442988,427442988,427442988,428914278,428914278,428914278,428914278,428914278,428914278,428914278,428914278,428914278,428914278,
EWMA,24892856,21883012,3009844,15113280,1912975,3213746,3000497,2532486,2306844,2091523,1997154,1940652,1907630,1093904,1798576,207540,408756,326464,289479,253411,250423,236244,228943,656916,151668,642749,1114298,1397935,1579716,1682077,1745092,1784204,1808889,1665892,1692428,41508,114957,157258,183702,197643,208199,213808,216835,304851,274214,
